################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.2361413143357523E-01 a         1     0     1     1     1
 -1.2305830013052275E-01 a         2     0     1     1     2
 -1.9928177507439995E-02 a         3     0     1     1     3
  1.7203488331512221E-01 a         4     0     1     1     4
 -6.9497374397251913E-02 a         5     0     1     1     5
  3.8576503798800628E-02 a         6     0     1     1     6
  1.1340781976396819E-01 a         7     0     1     1     7
 -1.5087296517681248E-01 a         8     0     1     1     8
 -2.5735393789313471E-01 a         9     0     1     1     9
  5.9575174166179989E-01 a        10     0     1     1    10
 -1.1306432389544967E-02 a        11     0     1     1    11
  1.7953821268899781E-01 a        12     0     1     1    12
  2.9168363718271480E-02 a        13     0     1     1    13
 -1.0349839236581627E-01 a        14     0     1     1    14
 -1.1529067642512118E-01 a        15     0     1     1    15
 -1.6850036200906252E-01 a        16     0     1     1    16
  3.4888680745390921E-01 a        17     0     1     1    17
  1.4175526735066893E-01 a        18     0     1     1    18
  1.2077241449179552E-01 a        19     0     1     1    19
 -2.4692928153824943E-03 a        20     0     1     1    20
  3.3337544075870046E-01 a        21     0     2     1     1
  6.9562390465885429E-02 a        22     0     2     1     2
 -3.6703545138227302E-02 a        23     0     2     1     3
  2.8054099730222389E-02 a        24     0     2     1     4
 -8.5688316218414343E-02 a        25     0     2     1     5
  1.8933509427591921E-01 a        26     0     2     1     6
  8.7730318064962967E-02 a        27     0     2     1     7
 -5.8991204910817533E-03 a        28     0     2     1     8
 -5.2725753463454844E-02 a        29     0     2     1     9
 -5.4824598901173516E-01 a        30     0     2     1    10
 -1.7624663305393920E-01 a        31     0     2     1    11
 -3.6014576996750106E-02 a        32     0     2     1    12
 -2.5051305783223177E-01 a        33     0     2     1    13
  6.5801809844235185E-02 a        34     0     2     1    14
 -7.2502760026672136E-02 a        35     0     2     1    15
  3.0197104606805784E-03 a        36     0     2     1    16
 -2.6785406094103548E-01 a        37     0     2     1    17
  4.4865243674752758E-01 a        38     0     2     1    18
  3.1531849757110353E-01 a        39     0     2     1    19
 -3.8831471931342113E-03 a        40     0     2     1    20
  1.8956391710343928E-01 a        41     0     3     1     1
 -2.6085546148172439E-01 a        42     0     3     1     2
  3.8655888764174084E-02 a        43     0     3     1     3
  3.0928279055182295E-01 a        44     0     3     1     4
 -2.7843941821086260E-01 a        45     0     3     1     5
  2.6716941401481138E-02 a        46     0     3     1     6
  3.1938980680214729E-01 a        47     0     3     1     7
 -8.1356201788838997E-02 a        48     0     3     1     8
  3.4477450437007867E-01 a        49     0     3     1     9
 -2.7719666263739371E-02 a        50     0     3     1    10
 -8.7971239530027201E-01 a        51     0     3     1    11
 -9.7145326472022828E-02 a        52     0     3     1    12
  2.6503161391216062E-01 a        53     0     3     1    13
 -1.1564999112657524E-01 a        54     0     3     1    14
 -1.6823349443476934E-01 a        55     0     3     1    15
  2.3717388116471391E-01 a        56     0     3     1    16
 -3.8134768800755614E-01 a        57     0     3     1    17
  5.0808508655172036E-01 a        58     0     3     1    18
  2.2766187686175843E-01 a        59     0     3     1    19
  7.3348493555723010E-02 a        60     0     3     1    20
 -1.6927930933301594E-01 a        61     0     4     1     1
  3.8674624049513334E-01 a        62     0     4     1     2
 -3.5746900991766423E-01 a        63     0     4     1     3
  4.9452102735501469E-01 a        64     0     4     1     4
 -1.2469268349982816E-02 a        65     0     4     1     5
  1.1585956325609990E-01 a        66     0     4     1     6
  3.2738695648422259E-02 a        67     0     4     1     7
  1.1902162388390200E-01 a        68     0     4     1     8
 -1.1037979435715888E-01 a        69     0     4     1     9
  5.0268611609182523E-01 a        70     0     4     1    10
 -1.8749142079672459E-01 a        71     0     4     1    11
  1.8780759718699930E-01 a        72     0     4     1    12
 -1.2879270401044832E-01 a        73     0     4     1    13
  1.6290878585117054E-02 a        74     0     4     1    14
 -3.7005278034158096E-01 a        75     0     4     1    15
 -1.6178046416915873E-01 a        76     0     4     1    16
 -4.0992786640682705E-02 a        77     0     4     1    17
 -1.6713196996870294E-01 a        78     0     4     1    18
  1.4653985918193982E-01 a        79     0     4     1    19
  6.2871845706525833E-02 a        80     0     4     1    20
  1.4987899401416380E-01 a        81     0     5     1     1
  4.6335539434968487E-02 a        82     0     5     1     2
  8.5794040984407835E-02 a        83     0     5     1     3
  1.0736862734543882E-01 a        84     0     5     1     4
  1.1554449295214313E-01 a        85     0     5     1     5
  1.3085098834997830E-01 a        86     0     5     1     6
  6.3980264945861801E-02 a        87     0     5     1     7
  9.6498314422881429E-03 a        88     0     5     1     8
 -2.8185006448940984E-02 a        89     0     5     1     9
  5.2260403109679263E-02 a        90     0     5     1    10
 -1.1126723928305597E-01 a        91     0     5     1    11
 -1.6871900500185940E-02 a        92     0     5     1    12
  3.2183748388880613E-02 a        93     0     5     1    13
  9.9754418920704663E-02 a        94     0     5     1    14
 -9.7213211615719705E-02 a        95     0     5     1    15
  1.2115362965661090E-01 a        96     0     5     1    16
 -1.6331073859976800E-01 a        97     0     5     1    17
 -4.4260924304929304E-02 a        98     0     5     1    18
 -5.4113748100177321E-02 a        99     0     5     1    19
 -1.0920162555216360E-01 a       100     0     5     1    20
  1.2558084180468626E-01 a       101     0     6     1     1
  7.1612213760978050E-01 a       102     0     6     1     2
  3.5084572173668216E-01 a       103     0     6     1     3
 -6.4263646536537766E-01 a       104     0     6     1     4
  2.8985326278000917E-01 a       105     0     6     1     5
  4.0823731630493798E-01 a       106     0     6     1     6
 -2.2315191738062848E-01 a       107     0     6     1     7
  1.0419841277359372E+00 a       108     0     6     1     8
  5.7329653235572509E-01 a       109     0     6     1     9
  3.6901029249363788E-02 a       110     0     6     1    10
  2.6196577896819911E-01 a       111     0     6     1    11
  1.1068497869607817E-01 a       112     0     6     1    12
  5.5976160343958148E-01 a       113     0     6     1    13
  3.1708041727857855E-01 a       114     0     6     1    14
 -1.8256867539369587E-01 a       115     0     6     1    15
 -5.6436594585981059E-01 a       116     0     6     1    16
 -2.3258506967958892E-01 a       117     0     6     1    17
  5.4520281593794218E-01 a       118     0     6     1    18
 -5.2517587253213416E-01 a       119     0     6     1    19
  5.0630508151637124E-02 a       120     0     6     1    20
 -4.7937854656022821E-01 a       121     0     7     1     1
  2.3509310247995119E-01 a       122     0     7     1     2
  1.4936946149339228E-01 a       123     0     7     1     3
  5.0396338560485129E-02 a       124     0     7     1     4
  1.7680549091368242E-01 a       125     0     7     1     5
  2.1798172448958689E-01 a       126     0     7     1     6
 -3.0932079232973103E-01 a       127     0     7     1     7
  2.2859902121986811E-01 a       128     0     7     1     8
 -5.3319210475264882E-02 a       129     0     7     1     9
 -6.2362330398173405E-02 a       130     0     7     1    10
  2.0536563984580022E-01 a       131     0     7     1    11
  4.1090713203351331E-01 a       132     0     7     1    12
 -1.1772794150143533E-01 a       133     0     7     1    13
 -1.6947437011825075E-02 a       134     0     7     1    14
  1.3161635786011941E-01 a       135     0     7     1    15
 -4.7206944206624790E-01 a       136     0     7     1    16
 -2.3922759289799603E-01 a       137     0     7     1    17
 -2.7333584843506925E-01 a       138     0     7     1    18
  5.3540017957263562E-02 a       139     0     7     1    19
  7.6130040536734889E-02 a       140     0     7     1    20
  9.4740281405735216E-01 a       141     0     8     1     1
  8.7601172999827548E-01 a       142     0     8     1     2
  5.0304836590233860E-02 a       143     0     8     1     3
 -9.8424431147772840E-01 a       144     0     8     1     4
  1.5823361536564970E+00 a       145     0     8     1     5
 -3.4903194124346187E-01 a       146     0     8     1     6
 -1.7199872446183434E-01 a       147     0     8     1     7
  5.7617600077964992E-01 a       148     0     8     1     8
 -1.3729350522950090E-01 a       149     0     8     1     9
  1.1673651680883158E-01 a       150     0     8     1    10
  2.4453554405001768E-01 a       151     0     8     1    11
  8.6805872333125489E-01 a       152     0     8     1    12
 -3.8223482071131182E-01 a       153     0     8     1    13
  1.9102873897802675E-02 a       154     0     8     1    14
  9.1400499298466345E-02 a       155     0     8     1    15
 -1.9922194669466423E-01 a       156     0     8     1    16
 -7.4226038689232932E-01 a       157     0     8     1    17
 -5.2381271180932776E-01 a       158     0     8     1    18
  5.7216357109644922E-01 a       159     0     8     1    19
  1.0392488844815585E-01 a       160     0     8     1    20
 -1.6924795182301139E-01 a       161     0     9     1     1
 -2.2064903391935653E-01 a       162     0     9     1     2
 -9.9035202103423634E-02 a       163     0     9     1     3
  1.8789341436521900E-01 a       164     0     9     1     4
 -7.9565502260878062E-03 a       165     0     9     1     5
  1.8197280791451223E-01 a       166     0     9     1     6
 -1.4304585305801532E-01 a       167     0     9     1     7
  1.7956071372332946E-01 a       168     0     9     1     8
 -6.1174009651024389E-02 a       169     0     9     1     9
  2.7297794945700948E-02 a       170     0     9     1    10
  1.4019904105872030E-01 a       171     0     9     1    11
  2.1505935290703559E-02 a       172     0     9     1    12
 -3.6057722626793753E-01 a       173     0     9     1    13
  1.4531784333470538E-01 a       174     0     9     1    14
 -3.3791948920610282E-01 a       175     0     9     1    15
  1.4250628404951632E-01 a       176     0     9     1    16
 -1.6326347279462577E-01 a       177     0     9     1    17
 -1.9091685176495143E-01 a       178     0     9     1    18
