################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  6.9807251649922727E-02 a         1     0     1     1     1
  1.5043482059372293E-01 a         2     0     1     1     2
  8.7297945935118262E-02 a         3     0     1     1     3
  6.2226762767626613E-02 a         4     0     1     1     4
 -2.8147645329828483E-02 a         5     0     1     1     5
  3.2505956796806908E-02 a         6     0     1     1     6
  4.0489770070490615E-02 a         7     0     1     1     7
 -1.4546329573605227E-01 a         8     0     1     1     8
 -4.4295432920843036E-02 a         9     0     1     1     9
  1.1645007182335414E-01 a        10     0     1     1    10
  3.7024660895102549E-02 a        11     0     1     1    11
 -1.1529096187484067E-01 a        12     0     1     1    12
  5.7803165719451328E-02 a        13     0     1     1    13
  4.0016035046010812E-02 a        14     0     1     1    14
  2.4344804225558486E-02 a        15     0     1     1    15
 -9.7683805875294488E-02 a        16     0     1     1    16
 -5.0357056201615326E-02 a        17     0     1     1    17
 -2.2176569841630939E-02 a        18     0     1     1    18
 -4.4258577858801267E-02 a        19     0     1     1    19
 -3.0423151224760539E-02 a        20     0     1     1    20
 -1.9369295621170526E-02 a        21     0     2     1     1
 -7.0955800689175202E-02 a        22     0     2     1     2
 -8.0168799584243097E-02 a        23     0     2     1     3
  1.0627376255137971E-02 a        24     0     2     1     4
  1.6759917822025228E-02 a        25     0     2     1     5
 -1.7665985913844576E-01 a        26     0     2     1     6
  1.0217073118559195E-01 a        27     0     2     1     7
  2.2830703516242801E-01 a        28     0     2     1     8
 -1.3608438682098553E-01 a        29     0     2     1     9
 -1.7730836136518993E-01 a        30     0     2     1    10
  6.3473779439267630E-02 a        31     0     2     1    11
 -8.2462574691800870E-03 a        32     0     2     1    12
  1.8852431580000006E-01 a        33     0     2     1    13
 -1.5481142926886221E-01 a        34     0     2     1    14
 -2.1255587527211761E-01 a        35     0     2     1    15
  2.4628623810116415E-01 a        36     0     2     1    16
  1.2458129651340691E-01 a        37     0     2     1    17
  6.6674897457266952E-04 a        38     0     2     1    18
 -3.9363683393147948E-02 a        39     0     2     1    19
  4.0086772100245437E-02 a        40     0     2     1    20
 -1.2201687020174777E-01 a        41     0     3     1     1
 -8.0440029003359143E-02 a        42     0     3     1     2
 -6.2700870800149341E-02 a        43     0     3     1     3
 -2.6854824601833648E-02 a        44     0     3     1     4
 -7.5596976357317908E-02 a        45     0     3     1     5
 -6.3376623244692468E-02 a        46     0     3     1     6
 -3.4072768124965951E-03 a        47     0     3     1     7
  3.8607680672050705E-02 a        48     0     3     1     8
  2.3752670540063886E-02 a        49     0     3     1     9
  3.5320070051781456E-02 a        50     0     3     1    10
 -7.7812263884728075E-02 a        51     0     3     1    11
  1.6373899352264000E-02 a        52     0     3     1    12
  5.1999273264066684E-02 a        53     0     3     1    13
 -1.3768251697678710E-01 a        54     0     3     1    14
 -3.6963920293798941E-02 a        55     0     3     1    15
  1.5729951432384828E-01 a        56     0     3     1    16
 -5.3323995054597326E-02 a        57     0     3     1    17
 -1.6686320351837114E-01 a        58     0     3     1    18
 -3.1709042665855204E-02 a        59     0     3     1    19
  4.6403535785120305E-04 a        60     0     3     1    20
  7.1445679997865663E-02 a        61     0     4     1     1
  5.6356679087516515E-02 a        62     0     4     1     2
 -1.1926010124029675E-01 a        63     0     4     1     3
 -1.7963726550293593E-01 a        64     0     4     1     4
  4.1582479899828747E-03 a        65     0     4     1     5
 -4.4446037611306999E-02 a        66     0     4     1     6
 -8.7407125091218257E-02 a        67     0     4     1     7
  3.3831944217388069E-02 a        68     0     4     1     8
  1.4711679851433490E-01 a        69     0     4     1     9
  9.2781466441306415E-02 a        70     0     4     1    10
  4.7287269408638581E-02 a        71     0     4     1    11
  8.6900121514310480E-02 a        72     0     4     1    12
 -1.8506256389134607E-01 a        73     0     4     1    13
  8.7468444162628417E-02 a        74     0     4     1    14
  3.2433985461011262E-02 a        75     0     4     1    15
 -1.7892708296499049E-01 a        76     0     4     1    16
 -2.1176874769820783E-01 a        77     0     4     1    17
  9.5238544424524035E-02 a        78     0     4     1    18
  4.9549607055557283E-02 a        79     0     4     1    19
  7.5143776361573295E-02 a        80     0     4     1    20
  7.7202752498787469E-02 a        81     0     5     1     1
 -1.4305606400990281E-01 a        82     0     5     1     2
 -9.8137338292222348E-02 a        83     0     5     1     3
  2.0743421401860768E-02 a        84     0     5     1     4
  1.5883952311411088E-02 a        85     0     5     1     5
  1.7376911170022356E-02 a        86     0     5     1     6
  1.3850505766226585E-02 a        87     0     5     1     7
  1.2097686065821255E-01 a        88     0     5     1     8
 -1.0506324751230657E-01 a        89     0     5     1     9
  1.4754664299768457E-02 a        90     0     5     1    10
 -6.9411210957233113E-02 a        91     0     5     1    11
 -8.4071265033174108E-02 a        92     0     5     1    12
  1.8838580245547399E-02 a        93     0     5     1    13
 -1.3646262377093801E-01 a        94     0     5     1    14
  4.9885980923003927E-02 a        95     0     5     1    15
 -6.1713589718364492E-02 a        96     0     5     1    16
  5.0212627816895596E-02 a        97     0     5     1    17
 -9.2085412455311863E-02 a        98     0     5     1    18
  2.3269040941183414E-01 a        99     0     5     1    19
 -5.3271101727228730E-02 a       100     0     5     1    20
 -1.4416049741926490E-01 a       101     0     6     1     1
 -6.1649501889427159E-02 a       102     0     6     1     2
 -3.1620690059211101E-02 a       103     0     6     1     3
 -1.3685087023917156E-01 a       104     0     6     1     4
  1.6145897295712400E-01 a       105     0     6     1     5
  1.5397236550517315E-01 a       106     0     6     1     6
 -1.3208302643218799E-02 a       107     0     6     1     7
  8.0812612325595529E-02 a       108     0     6     1     8
 -2.5868140268644202E-02 a       109     0     6     1     9
 -2.4572763267780161E-03 a       110     0     6     1    10
 -2.3999225443610434E-01 a       111     0     6     1    11
 -1.2498535712605457E-01 a       112     0     6     1    12
 -1.6927026604751708E-02 a       113     0     6     1    13
  1.1876130407149950E-01 a       114     0     6     1    14
  1.3317440867316947E-02 a       115     0     6     1    15
  2.4596434047246374E-01 a       116     0     6     1    16
  1.9523388605225251E-02 a       117     0     6     1    17
  1.1458384834025788E-02 a       118     0     6     1    18
  9.1868955256748583E-02 a       119     0     6     1    19
 -2.3268789481078875E-01 a       120     0     6     1    20
 -1.8808189777483902E-01 a       121     0     7     1     1
 -4.2289085199307781E-03 a       122     0     7     1     2
  1.0593958062134028E-01 a       123     0     7     1     3
 -2.3664423375528675E-02 a       124     0     7     1     4
  3.8860190884550484E-02 a       125     0     7     1     5
  1.7104128002296431E-01 a       126     0     7     1     6
 -5.7793919799898778E-02 a       127     0     7     1     7
 -2.2051176261864858E-02 a       128     0     7     1     8
  7.5481723072936283E-02 a       129     0     7     1     9
  1.0148297936877256E-01 a       130     0     7     1    10
 -1.1863231545343816E-01 a       131     0     7     1    11
  1.0027270480292143E-01 a       132     0     7     1    12
 -6.4532796467947880E-03 a       133     0     7     1    13
  2.6508131458974514E-03 a       134     0     7     1    14
  9.2713977894365279E-02 a       135     0     7     1    15
 -1.5869417212635842E-01 a       136     0     7     1    16
 -9.3167374313758711E-03 a       137     0     7     1    17
 -1.2935079723335566E-01 a       138     0     7     1    18
 -1.4459998030099200E-01 a       139     0     7     1    19
  4.4549740953258837E-02 a       140     0     7     1    20
  3.8628361058639926E-02 a       141     0     8     1     1
 -7.9005284776631921E-02 a       142     0     8     1     2
 -6.4579408687707174E-02 a       143     0     8     1     3
  1.6615983823575572E-01 a       144     0     8     1     4
  4.0659363495798601E-02 a       145     0     8     1     5
  4.9118217583736266E-02 a       146     0     8     1     6
 -1.9993073888439550E-01 a       147     0     8     1     7
  3.2152872181464093E-02 a       148     0     8     1     8
  7.7641875208481773E-02 a       149     0     8     1     9
 -2.4611350646964075E-01 a       150     0     8     1    10
  5.9844521765539645E-03 a       151     0     8     1    11
 -6.0517130478805102E-02 a       152     0     8     1    12
  1.4766565356577008E-01 a       153     0     8     1    13
  1.1566871923132219E-01 a       154     0     8     1    14
  1.3958502379097606E-01 a       155     0     8     1    15
 -1.6259403059012928E-01 a       156     0     8     1    16
  5.3884281190169636E-02 a       157     0     8     1    17
  2.3728166449513563E-01 a       158     0     8     1    18
  1.7572365474853767E-02 a       159     0     8     1    19
  1.0335005038002684E-01 a       160     0     8     1    20
 -7.5496299108228596E-02 a       161     0     9     1     1
 -1.0261829952206347E-01 a       162     0     9     1     2
  3.6385152060680138E-02 a       163     0     9     1     3
 -1.6116112164088197E-03 a       164     0     9     1     4
 -9.1983532688075534E-02 a       165     0     9     1     5
 -1.0060192102768751E-02 a       166     0     9     1     6
 -5.5294371125054254E-02 a       167     0     9     1     7
 -6.2650522634161043E-02 a       168     0     9     1     8
 -2.0996494502543749E-03 a       169     0     9     1     9
  4.6418938680979106E-02 a       170     0     9     1    10
  2.1157033293196653E-02 a       171     0     9     1    11
 -3.8112705603821052E-02 a       172     0     9     1    12
 -4.5880042987416589E-02 a       173     0     9     1    13
  5.8138779940187797E-02 a       174     0     9     1    14
  1.4177780500768591E-01 a       175     0     9     1    15
  1.8177482353541774E-02 a       176     0     9     1    16
  1.3159460700907114E-01 a       177     0     9     1    17
