begin
lattice        23.338118        0.000000        0.000000
lattice         0.000000       24.252743        0.000000
lattice         0.000000        0.000000       41.007057
atom      1.167851     0.672743    14.172946  C        0.000000     0.000000     0.000175     0.000563     0.000596
atom      3.499773     7.409616    14.172946  C        0.000000     0.000000     0.000075     0.000402    -0.001266
atom      3.499773     4.714867    14.172946  C        0.000000     0.000000     0.000277     0.000109    -0.002500
atom      1.167851     3.367492    14.172946  C        0.000000     0.000000    -0.000425    -0.000898    -0.001648
atom      1.167851     0.672743    26.834111  C        0.000000     0.000000    -0.000174    -0.000017     0.002638
atom      3.499773     7.409616    26.834111  C        0.000000     0.000000     0.000083     0.000142     0.000807
atom      3.499773     4.714867    26.834111  C        0.000000     0.000000    -0.000035     0.000424    -0.000491
atom      1.167851     3.367492    26.834111  C        0.000000     0.000000     0.000079    -0.000716     0.000384
atom      1.167851     8.756991    14.172946  C        0.000000     0.000000     0.000272    -0.000130     0.000687
atom      3.499773    15.495754    14.172946  C        0.000000     0.000000    -0.000372    -0.000134     0.000511
atom      3.499773    12.801005    14.172946  C        0.000000     0.000000    -0.000116     0.000252     0.000498
atom      1.167851    11.451740    14.172946  C        0.000000     0.000000    -0.000072    -0.000016     0.000620
atom      1.167851     8.756991    26.834111  C        0.000000     0.000000     0.000170    -0.000244     0.000568
atom      3.499773    15.495754    26.834111  C        0.000000     0.000000     0.000072    -0.000183     0.002258
atom      3.499773    12.801005    26.834111  C        0.000000     0.000000     0.000174    -0.000009     0.002470
atom      1.167851    11.451740    26.834111  C        0.000000     0.000000     0.000149    -0.000023    -0.000457
atom      1.167851    16.841239    14.172946  C        0.000000     0.000000     0.000408     0.000591     0.000190
atom      3.499773    23.578113    14.172946  C        0.000000     0.000000    -0.000286    -0.000486     0.000603
atom      3.499773    20.883363    14.172946  C        0.000000     0.000000    -0.000072     0.000359    -0.000773
atom      1.167851    19.535989    14.172946  C        0.000000     0.000000     0.000244    -0.000396     0.000198
atom      1.167851    16.841239    26.834111  C        0.000000     0.000000     0.000169    -0.000124    -0.000580
atom      3.499773    23.578113    26.834111  C        0.000000     0.000000    -0.000250    -0.000384     0.001123
atom      3.499773    20.883363    26.834111  C        0.000000     0.000000     0.000012     0.000614     0.000109
atom      1.167851    19.535989    26.834111  C        0.000000     0.000000     0.000008     0.000194    -0.000686
atom      5.835474     0.672743    14.172946  C        0.000000     0.000000     0.000013     0.000276     0.000750
atom      8.167396     7.409616    14.172946  C        0.000000     0.000000     0.000169     0.000168     0.000539
atom      8.167396     4.714867    14.172946  C        0.000000     0.000000    -0.000018     0.000141     0.000186
atom      5.835474     3.367492    14.172946  C        0.000000     0.000000     0.000061    -0.000143     0.000253
atom      5.835474     0.672743    26.834111  C        0.000000     0.000000    -0.000529    -0.000186    -0.000549
atom      8.167396     7.409616    26.834111  C        0.000000     0.000000    -0.000129     0.000076     0.000431
atom      8.167396     4.714867    26.834111  C        0.000000     0.000000    -0.000079     0.000632    -0.000558
atom      5.835474     3.367492    26.834111  C        0.000000     0.000000     0.000025     0.000110    -0.000747
atom      5.835474     8.756991    14.172946  C        0.000000     0.000000    -0.000065     0.000113     0.000692
atom      8.167396    15.495754    14.172946  C        0.000000     0.000000     0.000518    -0.000140     0.000500
atom      8.167396    12.801005    14.172946  C        0.000000     0.000000     0.000472    -0.000006     0.000706
atom      5.835474    11.451740    14.172946  C        0.000000     0.000000    -0.000176    -0.000448     0.000550
atom      5.835474     8.756991    26.834111  C        0.000000     0.000000     0.000140     0.000044     0.003015
atom      8.167396    15.495754    26.834111  C        0.000000     0.000000    -0.000387    -0.000368    -0.000533
atom      8.167396    12.801005    26.834111  C        0.000000     0.000000    -0.000479     0.000049    -0.000614
atom      5.835474    11.451740    26.834111  C        0.000000     0.000000    -0.000373    -0.000158     0.001413
atom      5.835474    16.841239    14.172946  C        0.000000     0.000000    -0.000281     0.000721     0.000557
atom      8.167396    23.578113    14.172946  C        0.000000     0.000000     0.000431    -0.000155     0.000418
atom      8.167396    20.883363    14.172946  C        0.000000     0.000000    -0.000270    -0.000036     0.000448
atom      5.835474    19.535989    14.172946  C        0.000000     0.000000     0.000237    -0.000183    -0.000330
atom      5.835474    16.841239    26.834111  C        0.000000     0.000000    -0.000425    -0.000165    -0.000086
atom      8.167396    23.578113    26.834111  C        0.000000     0.000000     0.000276    -0.000775    -0.000264
atom      8.167396    20.883363    26.834111  C        0.000000     0.000000    -0.000107     0.000213     0.001235
atom      5.835474    19.535989    26.834111  C        0.000000     0.000000     0.000121     0.000248     0.000146
atom     10.503098     0.672743    14.172946  C        0.000000     0.000000    -0.000050    -0.000044    -0.000689
atom     12.836910     7.409616    14.172946  C        0.000000     0.000000     0.000183    -0.000041     0.000345
atom     12.836910     4.714867    14.172946  C        0.000000     0.000000    -0.000017     0.000203     0.000656
atom     10.503098     3.367492    14.172946  C        0.000000     0.000000     0.000223    -0.000198    -0.001065
atom     10.503098     0.672743    26.834111  C        0.000000     0.000000     0.000072     0.000146    -0.000299
atom     12.836910     7.409616    26.834111  C        0.000000     0.000000    -0.000091    -0.000552    -0.000237
atom     12.836910     4.714867    26.834111  C        0.000000     0.000000     0.000046     0.000065     0.001410
atom     10.503098     3.367492    26.834111  C        0.000000     0.000000     0.000591    -0.000014    -0.000168
atom     10.503098     8.756991    14.172946  C        0.000000     0.000000    -0.000143     0.000405     0.000074
atom     12.836910    15.495754    14.172946  C        0.000000     0.000000     0.000581     0.000468    -0.002582
atom     12.836910    12.801005    14.172946  C        0.000000     0.000000     0.000203    -0.000311    -0.001540
atom     10.503098    11.451740    14.172946  C        0.000000     0.000000     0.000067    -0.000470    -0.000074
atom     10.503098     8.756991    26.834111  C        0.000000     0.000000    -0.000268     0.000082     0.000458
atom     12.836910    15.495754    26.834111  C        0.000000     0.000000     0.000206    -0.000405    -0.000429
atom     12.836910    12.801005    26.834111  C        0.000000     0.000000     0.000221     0.000114    -0.000507
atom     10.503098    11.451740    26.834111  C        0.000000     0.000000     0.000139    -0.000463    -0.000246
atom     10.503098    16.841239    14.172946  C        0.000000     0.000000     0.000146     0.000511    -0.000629
atom     12.836910    23.578113    14.172946  C        0.000000     0.000000    -0.000166    -0.000229     0.000736
atom     12.836910    20.883363    14.172946  C        0.000000     0.000000     0.000077     0.000102     0.000191
atom     10.503098    19.535989    14.172946  C        0.000000     0.000000    -0.000081    -0.000514     0.000480
atom     10.503098    16.841239    26.834111  C        0.000000     0.000000     0.000180     0.000618    -0.000452
atom     12.836910    23.578113    26.834111  C        0.000000     0.000000    -0.000318    -0.000365    -0.000705
atom     12.836910    20.883363    26.834111  C        0.000000     0.000000    -0.000358    -0.000099    -0.000140
atom     10.503098    19.535989    26.834111  C        0.000000     0.000000     0.000164    -0.000003     0.000840
atom     15.170721     0.672743    14.172946  C        0.000000     0.000000     0.000367     0.000114     0.000716
atom     17.504533     7.409616    14.172946  C        0.000000     0.000000     0.000115    -0.000544    -0.001892
atom     17.504533     4.714867    14.172946  C        0.000000     0.000000    -0.000160     0.000159     0.000302
atom     15.170721     3.367492    14.172946  C        0.000000     0.000000     0.000138    -0.000126     0.000651
atom     15.170721     0.672743    26.834111  C        0.000000     0.000000     0.000128     0.001180    -0.000394
atom     17.504533     7.409616    26.834111  C        0.000000     0.000000    -0.000059    -0.000204    -0.000482
atom     17.504533     4.714867    26.834111  C        0.000000     0.000000    -0.000581    -0.000190     0.000010
atom     15.170721     3.367492    26.834111  C        0.000000     0.000000     0.000210    -0.000241     0.001772
atom     15.170721     8.756991    14.172946  C        0.000000     0.000000    -0.000605     0.000501    -0.000586
